match_key,kickoff_utc,event,best_of,team1,team2,source,market,prob_team1,captured_utc,lead_hours,liquidity,result,team1_score,team2_score,graded_utc
North American Challengers League/2026 Season/Summer Playoffs_Round 2_3,2026-09-02T21:00:00+00:00,North American Challengers League/2026 Season/Summer Playoffs,5,NRG,Conviction,polymarket,series,0.625,2026-09-01T10:42:44.908793+00:00,34.29,1081.8227,,,,
North American Challengers League/2026 Season/Summer Playoffs_Round 2_3,2026-09-02T21:00:00+00:00,North American Challengers League/2026 Season/Summer Playoffs,5,NRG,Conviction,lolcast,sweep_team1,0.1117,2026-09-01T10:42:44.908793+00:00,34.29,,,,,
North American Challengers League/2026 Season/Summer Playoffs_Round 2_3,2026-09-02T21:00:00+00:00,North American Challengers League/2026 Season/Summer Playoffs,5,NRG,Conviction,elo,sweep_team1,0.0643,2026-09-01T10:42:44.908793+00:00,34.29,,,,,
North American Challengers League/2026 Season/Summer Playoffs_Round 2_3,2026-09-02T21:00:00+00:00,North American Challengers League/2026 Season/Summer Playoffs,5,NRG,Conviction,lolcast,sweep_team2,0.127,2026-09-01T10:42:44.908793+00:00,34.29,,,,,
North American Challengers League/2026 Season/Summer Playoffs_Round 2_3,2026-09-02T21:00:00+00:00,North American Challengers League/2026 Season/Summer Playoffs,5,NRG,Conviction,elo,sweep_team2,0.1996,2026-09-01T10:42:44.908793+00:00,34.29,,,,,
LCK/2026 Season/Season Playoffs_Round 1_3,2026-09-03T08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,BNK FEARX,Dplus Kia,lolcast,series,0.2813,2026-09-01T10:42:44.908793+00:00,45.29,,,,,
LCK/2026 Season/Season Playoffs_Round 1_3,2026-09-03T08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,BNK FEARX,Dplus Kia,elo,series,0.2632,2026-09-01T10:42:44.908793+00:00,45.29,,,,,
LCK/2026 Season/Season Playoffs_Round 1_3,2026-09-03T08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,BNK FEARX,Dplus Kia,polymarket,series,0.345,2026-09-01T10:42:44.908793+00:00,45.29,1329.1528,,,,
LCK/2026 Season/Season Playoffs_Round 1_3,2026-09-03T08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,BNK FEARX,Dplus Kia,lolcast,sweep_team1,0.0508,2026-09-01T10:42:44.908793+00:00,45.29,,,,,
LCK/2026 Season/Season Playoffs_Round 1_3,2026-09-03T08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,BNK FEARX,Dplus Kia,elo,sweep_team1,0.0468,2026-09-01T10:42:44.908793+00:00,45.29,,,,,
LCK/2026 Season/Season Playoffs_Round 1_3,2026-09-03T08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,BNK FEARX,Dplus Kia,lolcast,sweep_team2,0.2303,2026-09-01T10:42:44.908793+00:00,45.29,,,,,
LCK/2026 Season/Season Playoffs_Round 1_3,2026-09-03T08:00:00+00:00,LCK/2026 Season/Season Playoffs,5,BNK FEARX,Dplus Kia,elo,sweep_team2,0.2443,2026-09-01T10:42:44.908793+00:00,45.29,,,,,
LPL/2026 Season/Grand Finals_Round 2_1,2026-09-03T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Bilibili Gaming,Team WE,lolcast,series,0.8826,2026-09-01T10:42:44.908793+00:00,46.29,,,,,
LPL/2026 Season/Grand Finals_Round 2_1,2026-09-03T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Bilibili Gaming,Team WE,elo,series,0.8795,2026-09-01T10:42:44.908793+00:00,46.29,,,,,
LPL/2026 Season/Grand Finals_Round 2_1,2026-09-03T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Bilibili Gaming,Team WE,polymarket,series,0.695,2026-09-01T10:42:44.908793+00:00,46.29,3962.1621,,,,
LPL/2026 Season/Grand Finals_Round 2_1,2026-09-03T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Bilibili Gaming,Team WE,lolcast,sweep_team1,0.3872,2026-09-01T10:42:44.908793+00:00,46.29,,,,,
LPL/2026 Season/Grand Finals_Round 2_1,2026-09-03T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Bilibili Gaming,Team WE,elo,sweep_team1,0.3866,2026-09-01T10:42:44.908793+00:00,46.29,,,,,
LPL/2026 Season/Grand Finals_Round 2_1,2026-09-03T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Bilibili Gaming,Team WE,lolcast,sweep_team2,0.0165,2026-09-01T10:42:44.908793+00:00,46.29,,,,,
LPL/2026 Season/Grand Finals_Round 2_1,2026-09-03T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Bilibili Gaming,Team WE,elo,sweep_team2,0.0175,2026-09-01T10:42:44.908793+00:00,46.29,,,,,
LPL/2026 Season/Grand Finals_Round 2_2,2026-09-04T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Anyone's Legend,LGD Gaming,lolcast,series,0.5975,2026-09-01T10:42:44.908793+00:00,70.29,,,,,
LPL/2026 Season/Grand Finals_Round 2_2,2026-09-04T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Anyone's Legend,LGD Gaming,elo,series,0.618,2026-09-01T10:42:44.908793+00:00,70.29,,,,,
LPL/2026 Season/Grand Finals_Round 2_2,2026-09-04T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Anyone's Legend,LGD Gaming,polymarket,series,0.645,2026-09-01T10:42:44.908793+00:00,70.29,910.8275,,,,
LPL/2026 Season/Grand Finals_Round 2_2,2026-09-04T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Anyone's Legend,LGD Gaming,lolcast,sweep_team1,0.1571,2026-09-01T10:42:44.908793+00:00,70.29,,,,,
LPL/2026 Season/Grand Finals_Round 2_2,2026-09-04T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Anyone's Legend,LGD Gaming,elo,sweep_team1,0.1719,2026-09-01T10:42:44.908793+00:00,70.29,,,,,
LPL/2026 Season/Grand Finals_Round 2_2,2026-09-04T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Anyone's Legend,LGD Gaming,lolcast,sweep_team2,0.0822,2026-09-01T10:42:44.908793+00:00,70.29,,,,,
LPL/2026 Season/Grand Finals_Round 2_2,2026-09-04T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Anyone's Legend,LGD Gaming,elo,sweep_team2,0.0788,2026-09-01T10:42:44.908793+00:00,70.29,,,,,
LPL/2026 Season/Grand Finals_Round 1_3,2026-09-05T06:00:00+00:00,LPL/2026 Season/Grand Finals,5,Invictus Gaming,Top Esports,lolcast,series,0.3816,2026-09-01T10:42:44.908793+00:00,91.29,,,,,
LPL/2026 Season/Grand Finals_Round 1_3,2026-09-05T06:00:00+00:00,LPL/2026 Season/Grand Finals,5,Invictus Gaming,Top Esports,elo,series,0.3744,2026-09-01T10:42:44.908793+00:00,91.29,,,,,
LPL/2026 Season/Grand Finals_Round 1_3,2026-09-05T06:00:00+00:00,LPL/2026 Season/Grand Finals,5,Invictus Gaming,Top Esports,polymarket,series,0.495,2026-09-01T10:42:44.908793+00:00,91.29,2962.1193,,,,
LPL/2026 Season/Grand Finals_Round 1_3,2026-09-05T06:00:00+00:00,LPL/2026 Season/Grand Finals,5,Invictus Gaming,Top Esports,lolcast,sweep_team1,0.0787,2026-09-01T10:42:44.908793+00:00,91.29,,,,,
LPL/2026 Season/Grand Finals_Round 1_3,2026-09-05T06:00:00+00:00,LPL/2026 Season/Grand Finals,5,Invictus Gaming,Top Esports,elo,sweep_team1,0.0766,2026-09-01T10:42:44.908793+00:00,91.29,,,,,
LPL/2026 Season/Grand Finals_Round 1_3,2026-09-05T06:00:00+00:00,LPL/2026 Season/Grand Finals,5,Invictus Gaming,Top Esports,lolcast,sweep_team2,0.1721,2026-09-01T10:42:44.908793+00:00,91.29,,,,,
LPL/2026 Season/Grand Finals_Round 1_3,2026-09-05T06:00:00+00:00,LPL/2026 Season/Grand Finals,5,Invictus Gaming,Top Esports,elo,sweep_team2,0.1758,2026-09-01T10:42:44.908793+00:00,91.29,,,,,
LPL/2026 Season/Grand Finals_Round 1_4,2026-09-05T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Ninjas in Pyjamas.CN,JD Gaming,lolcast,series,0.6909,2026-09-01T10:42:44.908793+00:00,94.29,,,,,
LPL/2026 Season/Grand Finals_Round 1_4,2026-09-05T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Ninjas in Pyjamas.CN,JD Gaming,elo,series,0.621,2026-09-01T10:42:44.908793+00:00,94.29,,,,,
LPL/2026 Season/Grand Finals_Round 1_4,2026-09-05T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Ninjas in Pyjamas.CN,JD Gaming,lolcast,sweep_team1,0.2116,2026-09-01T10:42:44.908793+00:00,94.29,,,,,
LPL/2026 Season/Grand Finals_Round 1_4,2026-09-05T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Ninjas in Pyjamas.CN,JD Gaming,elo,sweep_team1,0.1734,2026-09-01T10:42:44.908793+00:00,94.29,,,,,
LPL/2026 Season/Grand Finals_Round 1_4,2026-09-05T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Ninjas in Pyjamas.CN,JD Gaming,lolcast,sweep_team2,0.0576,2026-09-01T10:42:44.908793+00:00,94.29,,,,,
LPL/2026 Season/Grand Finals_Round 1_4,2026-09-05T09:00:00+00:00,LPL/2026 Season/Grand Finals,5,Ninjas in Pyjamas.CN,JD Gaming,elo,sweep_team2,0.0779,2026-09-01T10:42:44.908793+00:00,94.29,,,,,
LEC/2026 Season/Summer Playoffs_Round 1_1,2026-09-05T10:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Team Vitality,G2 Esports,lolcast,series,0.3338,2026-09-01T10:42:44.908793+00:00,95.29,,,,,
LEC/2026 Season/Summer Playoffs_Round 1_1,2026-09-05T10:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Team Vitality,G2 Esports,elo,series,0.3703,2026-09-01T10:42:44.908793+00:00,95.29,,,,,
LEC/2026 Season/Summer Playoffs_Round 1_1,2026-09-05T10:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Team Vitality,G2 Esports,polymarket,series,0.245,2026-09-01T10:42:44.908793+00:00,95.29,986.1862,,,,
LEC/2026 Season/Summer Playoffs_Round 1_1,2026-09-05T10:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Team Vitality,G2 Esports,lolcast,sweep_team1,0.0649,2026-09-01T10:42:44.908793+00:00,95.29,,,,,
LEC/2026 Season/Summer Playoffs_Round 1_1,2026-09-05T10:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Team Vitality,G2 Esports,elo,sweep_team1,0.0753,2026-09-01T10:42:44.908793+00:00,95.29,,,,,
LEC/2026 Season/Summer Playoffs_Round 1_1,2026-09-05T10:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Team Vitality,G2 Esports,lolcast,sweep_team2,0.1982,2026-09-01T10:42:44.908793+00:00,95.29,,,,,
LEC/2026 Season/Summer Playoffs_Round 1_1,2026-09-05T10:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Team Vitality,G2 Esports,elo,sweep_team2,0.178,2026-09-01T10:42:44.908793+00:00,95.29,,,,,
LEC/2026 Season/Summer Playoffs_Round 1_2,2026-09-05T15:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Karmine Corp,GIANTX,lolcast,series,0.8837,2026-09-01T10:42:44.908793+00:00,100.29,,,,,
LEC/2026 Season/Summer Playoffs_Round 1_2,2026-09-05T15:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Karmine Corp,GIANTX,elo,series,0.8634,2026-09-01T10:42:44.908793+00:00,100.29,,,,,
LEC/2026 Season/Summer Playoffs_Round 1_2,2026-09-05T15:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Karmine Corp,GIANTX,lolcast,sweep_team1,0.389,2026-09-01T10:42:44.908793+00:00,100.29,,,,,
LEC/2026 Season/Summer Playoffs_Round 1_2,2026-09-05T15:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Karmine Corp,GIANTX,elo,sweep_team1,0.3649,2026-09-01T10:42:44.908793+00:00,100.29,,,,,
LEC/2026 Season/Summer Playoffs_Round 1_2,2026-09-05T15:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Karmine Corp,GIANTX,lolcast,sweep_team2,0.0163,2026-09-01T10:42:44.908793+00:00,100.29,,,,,
LEC/2026 Season/Summer Playoffs_Round 1_2,2026-09-05T15:00:00+00:00,LEC/2026 Season/Summer Playoffs,5,Karmine Corp,GIANTX,elo,sweep_team2,0.0203,2026-09-01T10:42:44.908793+00:00,100.29,,,,,
CBLOL/2026 Season/Split 2 Playoffs_Round 1_1,2026-09-05T16:00:00+00:00,CBLOL/2026 Season/Split 2 Playoffs,5,Vivo Keyd Stars,paiN Gaming,lolcast,series,0.7187,2026-09-01T10:42:44.908793+00:00,101.29,,,,,
CBLOL/2026 Season/Split 2 Playoffs_Round 1_1,2026-09-05T16:00:00+00:00,CBLOL/2026 Season/Split 2 Playoffs,5,Vivo Keyd Stars,paiN Gaming,elo,series,0.7021,2026-09-01T10:42:44.908793+00:00,101.29,,,,,
CBLOL/2026 Season/Split 2 Playoffs_Round 1_1,2026-09-05T16:00:00+00:00,CBLOL/2026 Season/Split 2 Playoffs,5,Vivo Keyd Stars,paiN Gaming,lolcast,sweep_team1,0.2303,2026-09-01T10:42:44.908793+00:00,101.29,,,,,
CBLOL/2026 Season/Split 2 Playoffs_Round 1_1,2026-09-05T16:00:00+00:00,CBLOL/2026 Season/Split 2 Playoffs,5,Vivo Keyd Stars,paiN Gaming,elo,sweep_team1,0.2205,2026-09-01T10:42:44.908793+00:00,101.29,,,,,
CBLOL/2026 Season/Split 2 Playoffs_Round 1_1,2026-09-05T16:00:00+00:00,CBLOL/2026 Season/Split 2 Playoffs,5,Vivo Keyd Stars,paiN Gaming,lolcast,sweep_team2,0.0508,2026-09-01T10:42:44.908793+00:00,101.29,,,,,
CBLOL/2026 Season/Split 2 Playoffs_Round 1_1,2026-09-05T16:00:00+00:00,CBLOL/2026 Season/Split 2 Playoffs,5,Vivo Keyd Stars,paiN Gaming,elo,sweep_team2,0.0554,2026-09-01T10:42:44.908793+00:00,101.29,,,,,
LCS/2026 Season/Summer Season_Week 7_1,2026-09-05T20:00:00+00:00,LCS/2026 Season/Summer Season,3,Sentinels,Cloud9,lolcast,series,0.3537,2026-09-01T10:42:44.908793+00:00,105.29,,,,,
LCS/2026 Season/Summer Season_Week 7_1,2026-09-05T20:00:00+00:00,LCS/2026 Season/Summer Season,3,Sentinels,Cloud9,elo,series,0.4146,2026-09-01T10:42:44.908793+00:00,105.29,,,,,
LCS/2026 Season/Summer Season_Week 7_1,2026-09-05T20:00:00+00:00,LCS/2026 Season/Summer Season,3,Sentinels,Cloud9,lolcast,sweep_team1,0.1549,2026-09-01T10:42:44.908793+00:00,105.29,,,,,
LCS/2026 Season/Summer Season_Week 7_1,2026-09-05T20:00:00+00:00,LCS/2026 Season/Summer Season,3,Sentinels,Cloud9,elo,sweep_team1,0.1911,2026-09-01T10:42:44.908793+00:00,105.29,,,,,
LCS/2026 Season/Summer Season_Week 7_1,2026-09-05T20:00:00+00:00,LCS/2026 Season/Summer Season,3,Sentinels,Cloud9,lolcast,sweep_team2,0.3495,2026-09-01T10:42:44.908793+00:00,105.29,,,,,
LCS/2026 Season/Summer Season_Week 7_1,2026-09-05T20:00:00+00:00,LCS/2026 Season/Summer Season,3,Sentinels,Cloud9,elo,sweep_team2,0.3041,2026-09-01T10:42:44.908793+00:00,105.29,,,,,
LCS/2026 Season/Summer Season_Week 7_2,2026-09-05T23:00:00+00:00,LCS/2026 Season/Summer Season,3,Dignitas,Team Liquid,lolcast,series,0.0599,2026-09-01T10:42:44.908793+00:00,108.29,,,,,
LCS/2026 Season/Summer Season_Week 7_2,2026-09-05T23:00:00+00:00,LCS/2026 Season/Summer Season,3,Dignitas,Team Liquid,elo,series,0.0748,2026-09-01T10:42:44.908793+00:00,108.29,,,,,
LCS/2026 Season/Summer Season_Week 7_2,2026-09-05T23:00:00+00:00,LCS/2026 Season/Summer Season,3,Dignitas,Team Liquid,lolcast,sweep_team1,0.022,2026-09-01T10:42:44.908793+00:00,108.29,,,,,
LCS/2026 Season/Summer Season_Week 7_2,2026-09-05T23:00:00+00:00,LCS/2026 Season/Summer Season,3,Dignitas,Team Liquid,elo,sweep_team1,0.027,2026-09-01T10:42:44.908793+00:00,108.29,,,,,
LCS/2026 Season/Summer Season_Week 7_2,2026-09-05T23:00:00+00:00,LCS/2026 Season/Summer Season,3,Dignitas,Team Liquid,lolcast,sweep_team2,0.7235,2026-09-01T10:42:44.908793+00:00,108.29,,,,,
LCS/2026 Season/Summer Season_Week 7_2,2026-09-05T23:00:00+00:00,LCS/2026 Season/Summer Season,3,Dignitas,Team Liquid,elo,sweep_team2,0.6876,2026-09-01T10:42:44.908793+00:00,108.29,,,,,
CBLOL/2026 Season/Split 2 Playoffs_Round 1_2,2026-09-06T16:00:00+00:00,CBLOL/2026 Season/Split 2 Playoffs,5,FURIA,RED Canids,lolcast,series,0.863,2026-09-01T10:42:44.908793+00:00,125.29,,,,,
CBLOL/2026 Season/Split 2 Playoffs_Round 1_2,2026-09-06T16:00:00+00:00,CBLOL/2026 Season/Split 2 Playoffs,5,FURIA,RED Canids,elo,series,0.8134,2026-09-01T10:42:44.908793+00:00,125.29,,,,,
CBLOL/2026 Season/Split 2 Playoffs_Round 1_2,2026-09-06T16:00:00+00:00,CBLOL/2026 Season/Split 2 Playoffs,5,FURIA,RED Canids,lolcast,sweep_team1,0.361,2026-09-01T10:42:44.908793+00:00,125.29,,,,,
CBLOL/2026 Season/Split 2 Playoffs_Round 1_2,2026-09-06T16:00:00+00:00,CBLOL/2026 Season/Split 2 Playoffs,5,FURIA,RED Canids,elo,sweep_team1,0.309,2026-09-01T10:42:44.908793+00:00,125.29,,,,,
CBLOL/2026 Season/Split 2 Playoffs_Round 1_2,2026-09-06T16:00:00+00:00,CBLOL/2026 Season/Split 2 Playoffs,5,FURIA,RED Canids,lolcast,sweep_team2,0.0199,2026-09-01T10:42:44.908793+00:00,125.29,,,,,
CBLOL/2026 Season/Split 2 Playoffs_Round 1_2,2026-09-06T16:00:00+00:00,CBLOL/2026 Season/Split 2 Playoffs,5,FURIA,RED Canids,elo,sweep_team2,0.03,2026-09-01T10:42:44.908793+00:00,125.29,,,,,
LCS/2026 Season/Summer Season_Week 7_3,2026-09-06T20:00:00+00:00,LCS/2026 Season/Summer Season,3,FlyQuest,Shopify Rebellion,lolcast,series,0.6315,2026-09-01T10:42:44.908793+00:00,129.29,,,,,
LCS/2026 Season/Summer Season_Week 7_3,2026-09-06T20:00:00+00:00,LCS/2026 Season/Summer Season,3,FlyQuest,Shopify Rebellion,elo,series,0.6105,2026-09-01T10:42:44.908793+00:00,129.29,,,,,
LCS/2026 Season/Summer Season_Week 7_3,2026-09-06T20:00:00+00:00,LCS/2026 Season/Summer Season,3,FlyQuest,Shopify Rebellion,lolcast,sweep_team1,0.3414,2026-09-01T10:42:44.908793+00:00,129.29,,,,,
LCS/2026 Season/Summer Season_Week 7_3,2026-09-06T20:00:00+00:00,LCS/2026 Season/Summer Season,3,FlyQuest,Shopify Rebellion,elo,sweep_team1,0.3232,2026-09-01T10:42:44.908793+00:00,129.29,,,,,
LCS/2026 Season/Summer Season_Week 7_3,2026-09-06T20:00:00+00:00,LCS/2026 Season/Summer Season,3,FlyQuest,Shopify Rebellion,lolcast,sweep_team2,0.1657,2026-09-01T10:42:44.908793+00:00,129.29,,,,,
LCS/2026 Season/Summer Season_Week 7_3,2026-09-06T20:00:00+00:00,LCS/2026 Season/Summer Season,3,FlyQuest,Shopify Rebellion,elo,sweep_team2,0.1765,2026-09-01T10:42:44.908793+00:00,129.29,,,,,
LCS/2026 Season/Summer Season_Week 7_4,2026-09-06T23:00:00+00:00,LCS/2026 Season/Summer Season,3,Disguised,LYON (2024 American Team),lolcast,series,0.0506,2026-09-01T10:42:44.908793+00:00,132.29,,,,,
LCS/2026 Season/Summer Season_Week 7_4,2026-09-06T23:00:00+00:00,LCS/2026 Season/Summer Season,3,Disguised,LYON (2024 American Team),elo,series,0.0638,2026-09-01T10:42:44.908793+00:00,132.29,,,,,
LCS/2026 Season/Summer Season_Week 7_4,2026-09-06T23:00:00+00:00,LCS/2026 Season/Summer Season,3,Disguised,LYON (2024 American Team),lolcast,sweep_team1,0.0189,2026-09-01T10:42:44.908793+00:00,132.29,,,,,
LCS/2026 Season/Summer Season_Week 7_4,2026-09-06T23:00:00+00:00,LCS/2026 Season/Summer Season,3,Disguised,LYON (2024 American Team),elo,sweep_team1,0.0228,2026-09-01T10:42:44.908793+00:00,132.29,,,,,
LCS/2026 Season/Summer Season_Week 7_4,2026-09-06T23:00:00+00:00,LCS/2026 Season/Summer Season,3,Disguised,LYON (2024 American Team),lolcast,sweep_team2,0.7483,2026-09-01T10:42:44.908793+00:00,132.29,,,,,
LCS/2026 Season/Summer Season_Week 7_4,2026-09-06T23:00:00+00:00,LCS/2026 Season/Summer Season,3,Disguised,LYON (2024 American Team),elo,sweep_team2,0.7106,2026-09-01T10:42:44.908793+00:00,132.29,,,,,
